species,length,weight,w_l_ratio
Bronze croaker,19.89,3.16,0.16
Bronze croaker,18.38,3.16,0.17
Bronze croaker,17.99,3.07,0.17
Bronze croaker,19.9,3.25,0.16
Bronze croaker,18.14,3.25,0.18
Bronze croaker,18.19,3.23,0.18
Bronze croaker,17.7,3.21,0.18
Bronze croaker,17.51,3.14,0.18
Bronze croaker,21.02,3.35,0.16
Bronze croaker,19.88,3.29,0.17
Bronze croaker,18.89,3.17,0.17
Bronze croaker,19.27,3.22,0.17
Bronze croaker,17.4,3.1,0.18
Bronze croaker,18.38,3.18,0.17
Bronze croaker,17.32,3.24,0.19
Bronze croaker,17.31,3.11,0.18
Bronze croaker,17.09,3.14,0.18
Bronze croaker,17.12,3.16,0.18
Bronze croaker,18.28,3.22,0.18
Bronze croaker,20.89,3.36,0.16
Bronze croaker,18.16,3.12,0.17
Bronze croaker,16.81,3.13,0.19
Bronze croaker,17.93,3.19,0.18
Bronze croaker,19.33,3.17,0.16
Bronze croaker,17.74,3.24,0.18
Bronze croaker,19.27,3.17,0.16
Bronze croaker,19.75,3.21,0.16
Bronze croaker,18.43,3.16,0.17
Bronze croaker,17.54,3.19,0.18
Bronze croaker,18.43,3.19,0.17
Bronze croaker,16.57,3.11,0.19
Bronze croaker,17.23,3.09,0.18
Bronze croaker,17.77,3.09,0.17
Bronze croaker,19.72,3.21,0.16
Bronze croaker,19.41,3.24,0.17
Bronze croaker,16.55,3.16,0.19
Bronze croaker,19.54,3.24,0.17
Bronze croaker,20.13,3.38,0.17
Bronze croaker,17.27,3.17,0.18
Bronze croaker,19.12,3.17,0.17
Bronze croaker,19.08,3.22,0.17
Bronze croaker,20.39,3.37,0.17
Bronze croaker,18.24,3.13,0.17
Bronze croaker,18.18,3.13,0.17
Bronze croaker,20.54,3.28,0.16
Bronze croaker,17.0,3.13,0.18
Bronze croaker,19.57,3.22,0.16
Bronze croaker,17.11,3.21,0.19
Bronze croaker,19.27,3.24,0.17
Bronze croaker,18.87,3.32,0.18
Bronze croaker,17.54,3.14,0.18
Bronze croaker,17.15,3.14,0.18
Bronze croaker,18.59,3.15,0.17
Bronze croaker,17.65,3.17,0.18
Bronze croaker,18.14,3.08,0.17
Bronze croaker,20.32,3.28,0.16
Bronze croaker,16.99,3.07,0.18
Bronze croaker,17.11,3.2,0.19
Bronze croaker,18.52,3.2,0.17
Bronze croaker,19.44,3.24,0.17
Bronze croaker,19.27,3.18,0.17
Bronze croaker,17.97,3.24,0.18
Bronze croaker,19.12,3.17,0.17
Bronze croaker,18.31,3.2,0.17
Bronze croaker,19.58,3.31,0.17
Bronze croaker,18.46,3.24,0.18
Bronze croaker,21.71,3.22,0.15
Bronze croaker,18.7,3.14,0.17
Bronze croaker,18.12,3.22,0.18
Bronze croaker,17.04,3.12,0.18
Bronze croaker,17.72,3.12,0.18
Bronze croaker,18.27,3.22,0.18
Bronze croaker,17.91,3.07,0.17
Bronze croaker,19.62,3.41,0.17
Bronze croaker,20.96,3.27,0.16
Bronze croaker,21.31,3.19,0.15
Bronze croaker,18.05,3.17,0.18
Bronze croaker,20.32,3.26,0.16
Bronze croaker,16.48,3.21,0.19
Bronze croaker,18.09,3.13,0.17
Bronze croaker,21.06,3.31,0.16
Bronze croaker,19.96,3.24,0.16
Bronze croaker,17.39,3.14,0.18
Bronze croaker,21.35,3.2,0.15
Pama croaker,22.82,3.84,0.17
Pama croaker,21.98,3.94,0.18
Pama croaker,21.55,3.96,0.18
Pama croaker,19.22,3.72,0.19
Pama croaker,19.91,3.97,0.2
Pama croaker,23.21,3.88,0.17
Pama croaker,19.77,3.75,0.19
Pama croaker,21.56,3.93,0.18
Pama croaker,21.8,3.8,0.17
Pama croaker,21.57,3.88,0.18
Pama croaker,21.08,4.07,0.19
Pama croaker,22.8,3.85,0.17
Pama croaker,22.61,3.84,0.17
Pama croaker,21.82,3.9,0.18
Pama croaker,22.34,3.81,0.17
Pama croaker,22.63,3.97,0.18
Pama croaker,21.63,4.07,0.19
Pama croaker,22.81,3.63,0.16
Pama croaker,21.53,3.77,0.18
Pama croaker,23.12,3.83,0.17
Pama croaker,23.5,3.84,0.16
Pama croaker,20.54,3.91,0.19
Pama croaker,21.31,3.78,0.18
Pama croaker,22.63,3.82,0.17
Pama croaker,22.62,4.2,0.19
Pama croaker,21.09,3.72,0.18
Pama croaker,19.32,3.93,0.2
Pama croaker,20.36,3.63,0.18
Pama croaker,19.26,3.77,0.2
Pama croaker,23.31,3.91,0.17
Pama croaker,23.7,4.05,0.17
Pama croaker,20.42,3.78,0.19
Pama croaker,21.88,3.85,0.18
Pama croaker,21.29,3.95,0.19
Pama croaker,20.88,3.89,0.19
Pama croaker,18.64,3.97,0.21
Pama croaker,22.98,3.83,0.17
Pama croaker,23.32,3.92,0.17
Pama croaker,20.06,3.81,0.19
Pama croaker,23.42,3.83,0.16
Pama croaker,20.34,3.76,0.18
Pama croaker,20.44,3.96,0.19
Pama croaker,20.69,3.69,0.18
Pama croaker,20.98,3.69,0.18
Pama croaker,19.5,3.68,0.19
Pama croaker,23.9,4.24,0.18
Pama croaker,22.21,3.77,0.17
Pama croaker,24.02,3.75,0.16
Pama croaker,23.31,4.1,0.18
Pama croaker,21.4,3.79,0.18
Pama croaker,20.38,3.69,0.18
Pama croaker,20.77,3.73,0.18
Pama croaker,22.01,3.9,0.18
Pama croaker,20.14,3.77,0.19
Pama croaker,23.01,3.65,0.16
Pama croaker,21.71,3.75,0.17
Pama croaker,21.86,3.88,0.18
Pama croaker,23.15,4.05,0.17
Pama croaker,20.81,3.81,0.18
Pama croaker,23.59,3.75,0.16
Pama croaker,23.01,4.02,0.17
Pama croaker,20.98,3.85,0.18
Pama croaker,22.14,4.09,0.18
Pama croaker,23.64,4.11,0.17
Pama croaker,20.92,3.84,0.18
Pama croaker,21.48,3.77,0.18
Pama croaker,24.19,4.03,0.17
Pama croaker,20.65,3.57,0.17
Pama croaker,22.23,3.86,0.17
Pama croaker,22.13,3.9,0.18
Pama croaker,22.15,3.68,0.17
Pama croaker,23.27,3.68,0.16
Pama croaker,20.68,3.78,0.18
Pama croaker,22.91,3.89,0.17
Pama croaker,20.66,4.06,0.2
Pama croaker,22.62,4.02,0.18
Pama croaker,19.6,3.88,0.2
Pama croaker,20.85,3.8,0.18
Pama croaker,20.22,3.8,0.19
Pama croaker,19.33,3.87,0.2
Pama croaker,23.45,3.71,0.16
Pama croaker,21.84,3.84,0.18
Pama croaker,22.51,3.98,0.18
Pama croaker,23.53,4.02,0.17
Pama croaker,20.91,3.89,0.19
Pama croaker,22.91,3.67,0.16
Pama croaker,22.58,3.84,0.17
Pama croaker,23.12,3.8,0.16
Pama croaker,22.76,4.1,0.18
Pama croaker,22.91,3.85,0.17
Pama croaker,20.21,3.64,0.18
Pama croaker,22.62,3.51,0.16
Pama croaker,23.23,3.9,0.17
Pama croaker,22.68,3.92,0.17
Pama croaker,22.63,3.95,0.17
Pama croaker,22.03,3.87,0.18
Pama croaker,19.64,3.9,0.2
Pama croaker,23.2,3.75,0.16
Pama croaker,19.97,3.82,0.19
Pama croaker,22.56,3.94,0.17
Pama croaker,22.32,3.87,0.17
Pama croaker,18.64,3.53,0.19
Pama croaker,20.27,3.86,0.19
Pama croaker,20.48,3.93,0.19
Pama croaker,19.89,3.86,0.19
Pama croaker,19.79,3.82,0.19
Pama croaker,19.77,3.61,0.18
Pama croaker,22.55,3.97,0.18
Pama croaker,21.44,3.54,0.17
Pama croaker,22.11,3.77,0.17
Pama croaker,20.57,3.92,0.19
Pama croaker,19.43,3.58,0.18
Pama croaker,22.77,3.77,0.17
Pama croaker,22.09,3.81,0.17
Pama croaker,20.25,3.82,0.19
Pama croaker,22.45,4.03,0.18
Pama croaker,22.16,3.91,0.18
Pama croaker,24.04,3.76,0.16
Pama croaker,20.91,3.86,0.18
Pama croaker,20.06,3.73,0.19
Pama croaker,23.53,3.83,0.16
Pama croaker,21.33,3.89,0.18
Pama croaker,20.55,3.8,0.18
Pama croaker,20.15,3.85,0.19
Pama croaker,21.73,3.83,0.18
Pama croaker,22.6,3.87,0.17
Pama croaker,22.4,3.88,0.17
Pama croaker,23.55,3.75,0.16
Pama croaker,21.91,3.8,0.17
Pama croaker,21.65,3.68,0.17
Pama croaker,22.85,3.93,0.17
Pama croaker,22.73,3.85,0.17
Pama croaker,22.76,3.66,0.16
Pama croaker,22.02,3.85,0.17
Pama croaker,23.56,3.89,0.16
Pama croaker,19.58,3.87,0.2
Pama croaker,23.25,4.08,0.18
Pama croaker,22.91,3.97,0.17
Pama croaker,21.48,4.02,0.19
Pama croaker,22.52,3.9,0.17
Pama croaker,22.49,3.81,0.17
Pama croaker,23.07,3.93,0.17
Pama croaker,23.44,3.88,0.17
Pama croaker,22.01,3.92,0.18
Pama croaker,23.89,3.83,0.16
Pama croaker,22.15,3.94,0.18
Pama croaker,22.43,3.76,0.17
Pama croaker,21.98,3.84,0.17
Pama croaker,19.65,3.93,0.2
Pama croaker,22.45,3.75,0.17
Pama croaker,20.46,3.9,0.19
Pama croaker,20.69,3.76,0.18
Pama croaker,21.08,3.89,0.18
Pama croaker,22.35,3.7,0.17
Pama croaker,21.1,3.88,0.18
Pama croaker,18.94,3.87,0.2
Pama croaker,22.52,3.94,0.18
Pama croaker,23.53,3.79,0.16
Pama croaker,23.04,3.95,0.17
Pama croaker,19.78,3.7,0.19
Pama croaker,20.27,3.87,0.19
Pama croaker,22.88,3.93,0.17
Pama croaker,22.47,3.97,0.18
Pama croaker,22.94,4.04,0.18
Pama croaker,22.6,3.79,0.17
Pama croaker,21.39,3.79,0.18
Pama croaker,19.62,3.74,0.19
Pama croaker,20.65,3.91,0.19
Pama croaker,23.07,3.87,0.17
Pama croaker,23.79,3.9,0.16
Pama croaker,20.45,3.75,0.18
Pama croaker,21.47,3.82,0.18
Pama croaker,21.34,3.77,0.18
Pama croaker,21.23,3.65,0.17
Pama croaker,23.44,3.97,0.17
Pama croaker,22.19,3.94,0.18
Pama croaker,19.9,3.79,0.19
Pama croaker,23.52,3.91,0.17
Pama croaker,19.54,3.85,0.2
Pama croaker,22.48,3.71,0.17
Pama croaker,20.81,4.03,0.19
Pama croaker,21.52,3.78,0.18
Pama croaker,20.65,3.66,0.18
Pama croaker,20.49,3.79,0.18
Pama croaker,21.15,4.11,0.19
Pama croaker,20.27,3.68,0.18
Pama croaker,21.74,4.08,0.19
Pama croaker,23.09,3.75,0.16
Pama croaker,22.93,3.9,0.17
Pama croaker,23.08,3.88,0.17
Pama croaker,21.74,3.79,0.17
Pama croaker,21.4,3.76,0.18
Pama croaker,20.28,3.76,0.19
Pama croaker,22.22,3.75,0.17
Pama croaker,20.09,3.93,0.2
Pama croaker,22.12,3.86,0.17
Pama croaker,23.6,3.64,0.15
Pama croaker,22.77,3.97,0.17
Pama croaker,18.66,3.78,0.2
Pama croaker,21.71,3.98,0.18
Pama croaker,23.22,3.72,0.16
Pama croaker,20.61,3.77,0.18
Pama croaker,22.77,4.03,0.18
Pama croaker,22.49,3.89,0.17
Pama croaker,22.82,3.94,0.17
Pama croaker,22.53,3.76,0.17
Pama croaker,19.75,3.63,0.18
Pama croaker,22.41,3.88,0.17
Pama croaker,21.23,3.53,0.17
Pama croaker,20.53,3.83,0.19
Pama croaker,20.16,3.98,0.2
Pama croaker,20.25,3.75,0.19
Pama croaker,21.76,3.77,0.17
Pama croaker,20.32,3.64,0.18
Pama croaker,23.74,3.89,0.16
Pama croaker,19.33,3.88,0.2
Pama croaker,20.83,3.98,0.19
Pama croaker,19.62,3.83,0.2
Pama croaker,23.48,3.7,0.16
Pama croaker,22.41,3.86,0.17
Pama croaker,23.8,3.74,0.16
Pama croaker,23.1,3.95,0.17
Pama croaker,19.07,3.78,0.2
Pama croaker,19.94,3.8,0.19
Pama croaker,21.11,4.04,0.19
Pama croaker,20.54,3.87,0.19
Pama croaker,22.56,4.04,0.18
Pama croaker,19.76,3.83,0.19
Pama croaker,23.78,3.99,0.17
Pama croaker,21.1,3.77,0.18
Pama croaker,22.8,3.85,0.17
Pama croaker,22.95,3.77,0.16
Pama croaker,23.5,3.87,0.16
Pama croaker,23.09,3.92,0.17
Pama croaker,20.6,4.05,0.2
Pama croaker,22.81,4.0,0.18
Pama croaker,21.98,3.91,0.18
Pama croaker,20.27,3.82,0.19
Pama croaker,20.0,3.82,0.19
Pama croaker,22.3,3.87,0.17
Pama croaker,22.6,3.79,0.17
Pama croaker,23.12,3.87,0.17
Pama croaker,23.33,3.81,0.16
Pama croaker,21.48,3.96,0.18
Pama croaker,23.32,3.47,0.15
Pama croaker,22.46,3.94,0.18
Pama croaker,20.83,4.08,0.2
Pama croaker,21.74,3.93,0.18
Pama croaker,22.07,3.72,0.17
Pama croaker,23.97,3.93,0.16
Pama croaker,18.77,3.67,0.2
Pama croaker,20.62,3.89,0.19
Pama croaker,20.43,3.75,0.18
Pama croaker,22.19,4.07,0.18
Pama croaker,22.3,3.91,0.18
Pama croaker,23.29,3.92,0.17
Pama croaker,21.42,3.85,0.18
Pama croaker,22.96,4.01,0.17
Pama croaker,21.45,3.8,0.18
Pama croaker,23.41,3.86,0.16
Pama croaker,20.08,3.97,0.2
Pama croaker,18.97,3.82,0.2
Pama croaker,22.7,3.67,0.16
Pama croaker,21.71,3.88,0.18
Pama croaker,23.46,3.97,0.17
Pama croaker,23.58,3.87,0.16
Pama croaker,23.1,3.91,0.17
Pama croaker,20.8,3.76,0.18
Pama croaker,22.51,3.86,0.17
Pama croaker,19.33,3.77,0.2
Pama croaker,22.3,4.05,0.18
Pama croaker,19.89,3.87,0.19
Pama croaker,22.5,3.92,0.17
Pama croaker,20.73,3.72,0.18
Pama croaker,20.36,4.14,0.2
Pama croaker,23.82,3.8,0.16
Pama croaker,22.19,3.88,0.17
Pama croaker,21.64,3.92,0.18
Pama croaker,19.73,3.63,0.18
Pama croaker,24.35,4.14,0.17
Pama croaker,24.09,3.66,0.15
Pama croaker,21.38,3.66,0.17
Pama croaker,20.67,3.83,0.19
Pama croaker,22.62,3.79,0.17
Pama croaker,22.73,3.83,0.17
Pama croaker,19.65,3.83,0.19
Pama croaker,22.92,4.12,0.18
Pama croaker,23.16,3.7,0.16
Pama croaker,22.32,3.78,0.17
Pama croaker,22.54,3.78,0.17
Pama croaker,21.27,3.96,0.19
Pama croaker,20.14,3.55,0.18
Pama croaker,22.55,4.04,0.18
Pama croaker,22.77,4.05,0.18
Pama croaker,22.72,3.68,0.16
Pama croaker,22.44,3.9,0.17
Pama croaker,22.35,3.84,0.17
Pama croaker,23.94,3.84,0.16
Pama croaker,19.21,3.65,0.19
Pama croaker,22.43,3.89,0.17
Pama croaker,23.62,3.94,0.17
Pama croaker,22.69,3.97,0.17
Pama croaker,24.3,3.99,0.16
Pama croaker,20.14,3.9,0.19
Pama croaker,22.08,3.85,0.17
Pama croaker,22.16,3.84,0.17
Pama croaker,22.75,3.76,0.17
Pama croaker,23.93,3.68,0.15
Pama croaker,22.51,3.93,0.17
Pama croaker,22.57,3.69,0.16
Pama croaker,22.23,3.84,0.17
Pama croaker,22.02,3.85,0.17
Pama croaker,23.82,4.03,0.17
Pama croaker,22.61,3.92,0.17
Pama croaker,22.76,3.86,0.17
Pama croaker,20.68,3.74,0.18
Pama croaker,20.8,3.87,0.19
Pama croaker,23.2,3.85,0.17
Pama croaker,22.12,3.83,0.17
Pama croaker,22.15,3.94,0.18
Pama croaker,22.15,3.79,0.17
Pama croaker,21.52,3.72,0.17
Pama croaker,22.95,3.86,0.17
Pama croaker,19.67,3.92,0.2
Pama croaker,21.49,3.9,0.18
Pama croaker,22.93,3.87,0.17
Pama croaker,20.14,3.72,0.18
Pama croaker,23.17,3.92,0.17
Pama croaker,19.87,3.75,0.19
Pama croaker,19.98,3.91,0.2
Pama croaker,22.07,3.57,0.16
Pama croaker,22.63,3.95,0.17
Pama croaker,23.23,4.06,0.17
Pama croaker,20.43,3.86,0.19
Pama croaker,21.32,3.66,0.17
Pama croaker,23.27,3.78,0.16
Pama croaker,21.5,3.83,0.18
Pama croaker,20.96,3.89,0.19
Pama croaker,22.29,3.76,0.17
Pama croaker,21.56,3.81,0.18
Pama croaker,22.98,3.66,0.16
Pama croaker,22.22,3.98,0.18
Pama croaker,21.45,3.89,0.18
Pama croaker,20.56,3.75,0.18
Pama croaker,23.33,3.68,0.16
Pama croaker,22.07,3.7,0.17
Pama croaker,19.2,3.76,0.2
Pama croaker,21.8,3.93,0.18
Pama croaker,23.53,3.63,0.15
Pama croaker,22.6,3.83,0.17
Pama croaker,23.33,3.86,0.17
Pama croaker,20.73,3.84,0.19
Pama croaker,21.22,3.92,0.18
Pama croaker,22.9,3.88,0.17
Pama croaker,21.92,3.94,0.18
Pama croaker,22.88,4.1,0.18
Pama croaker,22.04,3.95,0.18
Pama croaker,21.89,3.69,0.17
Pama croaker,20.67,3.87,0.19
Pama croaker,22.02,3.78,0.17
Pama croaker,23.58,3.67,0.16
Pama croaker,19.36,3.83,0.2
Pama croaker,20.87,3.78,0.18
Pama croaker,24.31,3.65,0.15
Pama croaker,22.85,4.06,0.18
Pama croaker,22.2,3.79,0.17
Pama croaker,21.05,4.01,0.19
Pama croaker,20.08,3.84,0.19
Pama croaker,19.43,3.85,0.2
Pama croaker,19.38,3.87,0.2
Pama croaker,20.41,3.91,0.19
Pama croaker,22.49,3.85,0.17
Pama croaker,23.14,3.96,0.17
Pama croaker,22.81,3.87,0.17
Pama croaker,21.44,3.96,0.18
Pama croaker,20.63,3.85,0.19
Pama croaker,19.97,3.79,0.19
Pama croaker,20.59,3.65,0.18
Pama croaker,23.3,3.89,0.17
Pama croaker,21.78,3.78,0.17
Pama croaker,19.29,3.76,0.19
Pama croaker,19.45,3.92,0.2
Pama croaker,19.28,3.72,0.19
Pama croaker,22.06,3.8,0.17
Pama croaker,22.58,3.88,0.17
Pama croaker,23.68,4.02,0.17
Pama croaker,23.67,3.87,0.16
Pama croaker,21.44,3.74,0.17
Pama croaker,19.19,3.77,0.2
Pama croaker,22.02,3.87,0.18
Pama croaker,22.42,4.01,0.18
Pama croaker,23.19,3.84,0.17
Pama croaker,22.81,3.67,0.16
Pama croaker,20.64,3.91,0.19
Pama croaker,22.7,3.93,0.17
Pama croaker,22.92,3.74,0.16
Pama croaker,21.79,4.0,0.18
Pama croaker,20.38,3.91,0.19
Pama croaker,21.52,3.9,0.18
Pama croaker,19.12,3.71,0.19
Pama croaker,20.42,3.91,0.19
Pama croaker,23.32,3.91,0.17
Pama croaker,19.31,3.75,0.19
Pama croaker,21.6,3.82,0.18
Pama croaker,23.52,3.78,0.16
Pama croaker,22.71,3.85,0.17
Pama croaker,22.87,3.95,0.17
Pama croaker,23.04,3.87,0.17
Pama croaker,20.51,3.88,0.19
Pama croaker,23.25,3.97,0.17
Pama croaker,23.21,4.21,0.18
Pama croaker,22.88,3.9,0.17
Pama croaker,20.54,3.82,0.19
Pama croaker,20.62,3.89,0.19
Pama croaker,22.48,3.7,0.16
Pama croaker,22.2,3.83,0.17
Pama croaker,21.46,3.75,0.17
Pama croaker,22.25,3.76,0.17
Pama croaker,22.97,3.7,0.16
Pama croaker,22.37,3.94,0.18
Pama croaker,23.61,3.85,0.16
Pama croaker,21.27,4.08,0.19
Pama croaker,23.12,3.94,0.17
Pama croaker,21.55,3.83,0.18
Pama croaker,21.69,4.02,0.19
Pama croaker,21.18,3.87,0.18
Pama croaker,23.4,4.03,0.17
Pama croaker,19.35,3.78,0.2
Pama croaker,22.15,3.95,0.18
Pama croaker,20.43,3.75,0.18
Pama croaker,21.83,3.95,0.18
Pama croaker,19.84,3.77,0.19
Pama croaker,24.12,3.51,0.15
Pama croaker,23.99,4.09,0.17
Pama croaker,22.77,3.98,0.17
Rosy barb,9.61,4.55,0.47
Rosy barb,9.16,4.61,0.5
Rosy barb,8.09,4.56,0.56
Rosy barb,9.89,4.61,0.47
Rosy barb,10.31,4.57,0.44
Rosy barb,11.03,4.61,0.42
Rosy barb,9.07,4.62,0.51
Rosy barb,9.37,4.59,0.49
Rosy barb,10.71,4.56,0.43
Rosy barb,10.58,4.65,0.44
Rosy barb,11.53,4.64,0.4
Rosy barb,11.84,4.64,0.39
Rosy barb,9.76,4.56,0.47
Rosy barb,8.27,4.53,0.55
Rosy barb,9.82,4.6,0.47
Rosy barb,9.55,4.59,0.48
Rosy barb,8.33,4.58,0.55
Rosy barb,9.82,4.61,0.47
Rosy barb,9.47,4.62,0.49
Rosy barb,9.04,4.58,0.51
Rosy barb,7.92,4.54,0.57
Rosy barb,10.33,4.59,0.44
Rosy barb,9.58,4.6,0.48
Rosy barb,11.62,4.61,0.4
Rosy barb,9.59,4.6,0.48
Rosy barb,11.33,4.58,0.4
Rosy barb,12.01,4.63,0.39
Rosy barb,8.36,4.53,0.54
Rosy barb,9.62,4.6,0.48
Rosy barb,9.35,4.59,0.49
Rosy barb,11.72,4.6,0.39
Rosy barb,10.75,4.6,0.43
Rosy barb,10.07,4.6,0.46
Rosy barb,9.29,4.6,0.5
Rosy barb,11.33,4.63,0.41
Rosy barb,8.73,4.56,0.52
Rosy barb,8.04,4.57,0.57
Rosy barb,11.99,4.66,0.39
Rosy barb,8.78,4.57,0.52
Rosy barb,10.29,4.63,0.45
Rosy barb,9.56,4.6,0.48
Rosy barb,10.9,4.59,0.42
Rosy barb,7.36,4.57,0.62
Rosy barb,8.39,4.56,0.54
Rosy barb,10.34,4.56,0.44
Rosy barb,11.13,4.59,0.41
Rosy barb,7.48,4.54,0.61
Rosy barb,10.38,4.52,0.44
Rosy barb,7.53,4.56,0.61
Rosy barb,9.0,4.6,0.51
Rosy barb,8.86,4.52,0.51
Rosy barb,12.01,4.61,0.38
Rosy barb,10.79,4.57,0.42
Rosy barb,7.99,4.57,0.57
Rosy barb,10.64,4.62,0.43
Rosy barb,10.28,4.57,0.44
Rosy barb,10.53,4.6,0.44
Rosy barb,8.36,4.55,0.54
Rosy barb,7.6,4.58,0.6
Rosy barb,9.81,4.55,0.46
Rosy barb,9.85,4.59,0.47
Rosy barb,7.83,4.57,0.58
Rosy barb,7.83,4.55,0.58
Rosy barb,10.11,4.56,0.45
Rosy barb,8.98,4.5,0.5
Rosy barb,9.55,4.59,0.48
Rosy barb,10.78,4.61,0.43
Rosy barb,8.82,4.57,0.52
Rosy barb,8.38,4.54,0.54
Rosy barb,8.93,4.53,0.51
Rosy barb,9.12,4.57,0.5
Rosy barb,10.1,4.64,0.46
Rosy barb,8.51,4.6,0.54
Rosy barb,8.83,4.56,0.52
Rosy barb,7.49,4.54,0.61
Rosy barb,12.21,4.64,0.38
Rosy barb,8.82,4.59,0.52
Rosy barb,8.04,4.54,0.57
Rosy barb,10.68,4.66,0.44
Rosy barb,9.31,4.56,0.49
Rosy barb,8.02,4.54,0.57
Rosy barb,7.57,4.51,0.6
Rosy barb,8.23,4.58,0.56
Rosy barb,9.87,4.61,0.47
Rosy barb,9.13,4.56,0.5
Rosy barb,9.34,4.61,0.49
Rosy barb,12.59,4.62,0.37
Rosy barb,10.55,4.63,0.44
Rosy barb,8.27,4.54,0.55
Rosy barb,8.99,4.59,0.51
Rosy barb,8.91,4.62,0.52
Rosy barb,9.78,4.61,0.47
Rosy barb,10.66,4.62,0.43
Rosy barb,10.33,4.61,0.45
Rosy barb,11.96,4.63,0.39
Rosy barb,10.63,4.59,0.43
Rosy barb,9.23,4.55,0.49
Rosy barb,10.75,4.62,0.43
Rosy barb,9.45,4.6,0.49
Rosy barb,10.92,4.58,0.42
Rosy barb,10.39,4.62,0.45
Rosy barb,9.49,4.6,0.48
Rosy barb,8.02,4.56,0.57
Rosy barb,9.38,4.59,0.49
Rosy barb,8.52,4.59,0.54
Rosy barb,10.32,4.63,0.45
Rosy barb,7.25,4.54,0.63
Rosy barb,9.99,4.58,0.46
Rosy barb,8.23,4.57,0.56
Rosy barb,8.56,4.57,0.53
Rosy barb,7.21,4.54,0.63
Rosy barb,8.53,4.6,0.54
Rosy barb,8.79,4.6,0.52
Rosy barb,8.23,4.61,0.56
Rosy barb,10.27,4.63,0.45
Rosy barb,9.07,4.58,0.5
Rosy barb,9.58,4.56,0.48
Rosy barb,10.6,4.65,0.44
Rosy barb,7.39,4.55,0.62
Rosy barb,10.95,4.62,0.42
Rosy barb,8.53,4.58,0.54
Rosy barb,9.86,4.59,0.47
Rosy barb,10.58,4.62,0.44
Rosy barb,8.94,4.58,0.51
Rosy barb,11.49,4.64,0.4
Rosy barb,7.96,4.58,0.58
Rosy barb,8.89,4.56,0.51
Rosy barb,8.17,4.6,0.56
Rosy barb,11.85,4.62,0.39
Rosy barb,8.81,4.6,0.52
Rosy barb,10.13,4.57,0.45
Rosy barb,8.6,4.56,0.53
Rosy barb,11.06,4.61,0.42
Rosy barb,9.59,4.59,0.48
Rosy barb,9.84,4.59,0.47
Rosy barb,8.97,4.58,0.51
Rosy barb,7.9,4.56,0.58
Rosy barb,9.13,4.58,0.5
Rosy barb,9.26,4.63,0.5
Rosy barb,9.82,4.57,0.47
Rosy barb,9.26,4.6,0.5
Rosy barb,8.51,4.57,0.54
Rosy barb,8.24,4.59,0.56
Rosy barb,9.17,4.55,0.5
Rosy barb,10.64,4.61,0.43
Rosy barb,7.82,4.56,0.58
Rosy barb,8.71,4.55,0.52
Rosy barb,9.89,4.6,0.47
Rosy barb,11.87,4.62,0.39
Rosy barb,8.3,4.54,0.55
Rosy barb,9.04,4.58,0.51
Rosy barb,9.75,4.59,0.47
Rosy barb,9.72,4.56,0.47
Rosy barb,10.48,4.61,0.44
Rosy barb,7.83,4.52,0.58
Rosy barb,8.04,4.55,0.57
Rosy barb,9.9,4.58,0.46
Rosy barb,9.21,4.6,0.5
Rosy barb,9.76,4.63,0.47
Rosy barb,11.36,4.6,0.41
Rosy barb,8.14,4.55,0.56
Rosy barb,9.98,4.55,0.46
Rosy barb,10.25,4.57,0.45
Rosy barb,12.44,4.59,0.37
Rosy barb,8.03,4.55,0.57
Rosy barb,11.85,4.62,0.39
Rosy barb,10.85,4.63,0.43
Rosy barb,7.79,4.54,0.58
Rosy barb,7.63,4.57,0.6
Rosy barb,7.82,4.59,0.59
Rosy barb,9.47,4.58,0.48
Rosy barb,9.45,4.59,0.49
Rosy barb,10.41,4.57,0.44
Rosy barb,10.38,4.62,0.44
Rosy barb,11.25,4.64,0.41
Rosy barb,9.69,4.6,0.48
Rosy barb,8.44,4.58,0.54
Rosy barb,8.14,4.56,0.56
Rosy barb,11.64,4.64,0.4
Rosy barb,8.13,4.57,0.56
Rosy barb,8.7,4.59,0.53
Rosy barb,8.28,4.55,0.55
Rosy barb,8.37,4.58,0.55
Rosy barb,9.6,4.55,0.47
Rosy barb,8.73,4.59,0.53
Rosy barb,9.74,4.62,0.47
Rosy barb,11.6,4.57,0.39
Rosy barb,11.64,4.6,0.4
Rosy barb,9.21,4.61,0.5
Rosy barb,7.99,4.51,0.56
Rosy barb,9.56,4.56,0.48
Rosy barb,7.1,4.52,0.64
Rosy barb,7.87,4.52,0.57
Rosy barb,9.64,4.6,0.48
Rosy barb,10.64,4.61,0.43
Rosy barb,7.54,4.56,0.6
Rosy barb,7.78,4.58,0.59
Rosy barb,9.97,4.56,0.46
Rosy barb,8.28,4.58,0.55
Rosy barb,12.17,4.57,0.38
Rosy barb,9.2,4.57,0.5
Rosy barb,9.22,4.56,0.49
Rosy barb,11.5,4.64,0.4
Rosy barb,9.2,4.59,0.5
Rosy barb,10.86,4.61,0.42
Rosy barb,9.37,4.56,0.49
Rosy barb,11.74,4.68,0.4
Rosy barb,10.19,4.6,0.45
Rosy barb,9.48,4.58,0.48
Rosy barb,9.41,4.56,0.48
Rosy barb,7.41,4.53,0.61
Rosy barb,10.49,4.6,0.44
